x,t,C
0.88,0.135,1.9496073869466808e-07
0.89,0.135,1.0116731902057259e-07
0.9,0.135,5.172982209875048e-08
0.91,0.135,2.606270717834717e-08
0.92,0.135,1.2937349285514257e-08
0.93,0.135,6.32682371626765e-09
0.9400000000000001,0.135,3.0478883397711617e-09
0.9500000000000001,0.135,1.4460943934257994e-09
0.96,0.135,6.752188348549053e-10
0.97,0.135,3.091100518707853e-10
0.98,0.135,1.3600628935925165e-10
0.99,0.135,5.101408190761052e-11
1.0,0.135,0.0
0.0,0.14,0.0
0.01,0.14,2.7414935528371837e-05
0.02,0.14,6.131885543321938e-05
0.03,0.14,0.00010932861904285881
0.04,0.14,0.0001814423417638603
0.05,0.14,0.00029150351956542554
0.06,0.14,0.0004590348975800625
0.07,0.14,0.0007114896117696493
0.08,0.14,0.0010870770094904352
0.09,0.14,0.0016381586586458631
0.1,0.14,0.0024352990631597636
0.11,0.14,0.003571861800302968
0.12,0.14,0.005169061260844669
0.13,0.14,0.0073811667805907515
0.14,0.14,0.010400491915698062
0.15,0.14,0.014461589130618726
0.16,0.14,0.019843961350399796
0.17,0.14,0.026872442285166255
0.18,0.14,0.03591433759479713
0.19,0.14,0.04737240422535563
0.2,0.14,0.061672858697312066
0.21,0.14,0.07924783664348198
0.22,0.14,0.1005121076856825
0.23,0.14,0.12583436665321568
0.24,0.14,0.155504055022253
0.25,0.14,0.18969536391504252
0.26,0.14,0.22843076275563995
0.27,0.14,0.2715469969909745
0.28,0.14,0.3186669080472635
0.29,0.14,0.3691805567529734
0.3,0.14,0.4222389048830042
0.31,0.14,0.47676268903070074
0.32,0.14,0.5314681133295109
0.33,0.14,0.584909652025124
0.34,0.14,0.6355387013873828
0.35000000000000003,0.14,0.681775208587048
0.36,0.14,0.7220879156840938
0.37,0.14,0.7550776766681055
0.38,0.14,0.7795575995027356
0.39,0.14,0.794623651156137
0.4,0.14,0.7997098922317514
0.41000000000000003,0.14,0.7946236511561371
0.42,0.14,0.7795575995027357
0.43,0.14,0.7550776766681055
0.44,0.14,0.722087915684094
0.45,0.14,0.681775208587048
0.46,0.14,0.635538701387383
0.47000000000000003,0.14,0.584909652025124
0.48,0.14,0.5314681133295112
0.49,0.14,0.47676268903070096
0.5,0.14,0.4222389048830043
0.51,0.14,0.36918055675297357
0.52,0.14,0.3186669080472636
0.53,0.14,0.27154699699097573
0.54,0.14,0.22843076275564297
0.55,0.14,0.189695363915078
0.56,0.14,0.15550405502234266
0.5700000000000001,0.14,0.12583436665377246
0.58,0.14,0.10051210768704305
0.59,0.14,0.07924783664929745
0.6,0.14,0.06167285871101321
0.61,0.14,0.04737240427097229
0.62,0.14,0.03591433769840366
0.63,0.14,0.0268724425739604
0.64,0.14,0.019843961982957983
0.65,0.14,0.014461590680209092
0.66,0.14,0.010400495191622772
0.67,0.14,0.007381174084177224
0.68,0.14,0.0051690761813515534
0.6900000000000001,0.14,0.0035718928494384425
0.7000000000000001,0.14,0.0024353604457628105
0.71,0.14,0.0016382799898637228
0.72,0.14,0.001087309458216032
0.73,0.14,0.000711930943779413
0.74,0.14,0.0004598552468956117
0.75,0.14,0.00029300923761567984
0.76,0.14,0.00018416033814132988
0.77,0.14,0.00011416754960346158
0.78,0.14,6.980678456442962e-05
0.79,0.14,4.2095628843560906e-05
0.8,0.14,2.503434708572951e-05
0.81,0.14,1.4681498482399253e-05
0.8200000000000001,0.14,8.490118799114482e-06
0.8300000000000001,0.14,4.8410583702989955e-06
0.84,0.14,2.721594611461417e-06
0.85,0.14,1.508467721640214e-06
0.86,0.14,8.242339442253186e-07
0.87,0.14,4.4395485907645086e-07
0.88,0.14,2.357069968050219e-07
0.89,0.14,1.233452803967093e-07
0.9,0.14,6.361501309945988e-08
0.91,0.14,3.2333585692132366e-08
0.92,0.14,1.619476544730741e-08
0.93,0.14,7.99261881264271e-09
0.9400000000000001,0.14,3.886459054846725e-09
0.9500000000000001,0.14,1.8615535873130336e-09
0.96,0.14,8.776022226482924e-10
0.97,0.14,4.056125621070785e-10
0.98,0.14,1.8006206688919792e-10
0.99,0.14,6.800314467962582e-11
1.0,0.14,0.0
0.0,0.145,0.0
0.01,0.145,3.065942771660969e-05
0.02,0.145,6.837177728561532e-05
0.03,0.145,0.00012138059859853983
0.04,0.145,0.00020041606930414218
0.05,0.145,0.0003202386196719614
0.06,0.145,0.0005014965656675375
0.07,0.145,0.0007730559535352488
0.08,0.145,0.0011748241352077561
0.09,0.145,0.0017611880363250995
0.1,0.145,0.0026050102294744156
0.11,0.145,0.003802180162002216
0.12,0.145,0.005476514290446859
0.13,0.145,0.007784776588271366
0.14,0.145,0.010921377955604739
0.15,0.145,0.015122226633048928
0.16,0.145,0.02066701570789249
0.17,0.145,0.027879149472598466
0.18,0.145,0.03712242325526094
0.19,0.145,0.0487935981460546
0.2,0.145,0.0633101204344188
0.21,0.145,0.08109248319149728
0.22,0.145,0.10254110164834883
0.23,0.145,0.12800808135396774
0.24,0.145,0.15776486528412909
0.25,0.145,0.19196740888894648
0.26,0.145,0.2306211804530085
0.27,0.145,0.2735488354014517
0.28,0.145,0.3203637768719739
0.29,0.145,0.37045290646513385
0.3,0.145,0.4229716228918371
0.31,0.145,0.47685350910625757
0.32,0.145,0.5308361705279123
0.33,0.145,0.5835034073584469
0.34,0.145,0.633342430306086
0.35000000000000003,0.145,0.6788133085357383
0.36,0.145,0.7184264426275768
0.37,0.145,0.7508227575934148
0.38,0.145,0.7748506639121213
0.39,0.145,0.7896337458672436
0.4,0.145,0.7946236511561371
0.41000000000000003,0.145,0.7896337458672436
0.42,0.145,0.7748506639121213
0.43,0.145,0.7508227575934149
0.44,0.145,0.7184264426275768
0.45,0.145,0.6788133085357385
0.46,0.145,0.633342430306086
0.47000000000000003,0.145,0.5835034073584471
0.48,0.145,0.5308361705279125
0.49,0.145,0.47685350910625773
0.5,0.145,0.42297162289183726
0.51,0.145,0.37045290646513396
0.52,0.145,0.32036377687197465
0.53,0.145,0.2735488354014533
0.54,0.145,0.23062118045302685
0.55,0.145,0.19196740888899283
0.56,0.145,0.15776486528442524
0.5700000000000001,0.145,0.12800808135469285
0.58,0.145,0.10254110165153496
0.59,0.145,0.08109248319902813
0.6,0.145,0.06331012046013487
0.61,0.145,0.04879359820470844
0.62,0.145,0.03712242342246635
0.63,0.145,0.02787914984068082
0.64,0.145,0.02066701662708475
0.65,0.145,0.015122228587290377
0.66,0.145,0.01092138238219316
0.67,0.145,0.007784785686487163
0.68,0.145,0.005476533466807833
0.6900000000000001,0.145,0.003802218313557182
0.7000000000000001,0.145,0.0026050864196510825
0.71,0.145,0.0017613349519894214
0.72,0.145,0.001175105466821568
0.73,0.145,0.0007735823525558219
0.74,0.145,0.0005024700906975463
0.75,0.145,0.0003220077925184708
0.76,0.145,0.0002035883936095707
0.77,0.145,0.00012698356135287976
0.78,0.145,7.813158922351124e-05
0.79,0.145,4.742056582507956e-05
0.8,0.145,2.8388563662980077e-05
0.81,0.145,1.6762232942421997e-05
0.8200000000000001,0.145,9.761278426349124e-06
0.8300000000000001,0.145,5.60585670528795e-06
0.84,0.145,3.1747630459696047e-06
0.85,0.145,1.7729142778433676e-06
0.86,0.145,9.762112903583324e-07
0.87,0.145,5.299704705151702e-07
0.88,0.145,2.836500697365801e-07
0.89,0.145,1.496610049522409e-07
0.9,0.145,7.783943304442083e-08
0.91,0.145,3.990488927338364e-08
0.92,0.145,2.0163102252387538e-08
0.93,0.145,1.0040612251077069e-08
0.9400000000000001,0.145,4.9270861999778715e-09
0.9500000000000001,0.145,2.3820306387475086e-09
0.96,0.145,1.1335830747100561e-09
0.97,0.145,5.288321447687452e-10
0.98,0.145,2.368078533933522e-10
0.99,0.145,9.003103344459896e-11
1.0,0.145,0.0
0.0,0.15,0.0
0.01,0.15,3.418588864280766e-05
0.02,0.15,7.602001315757475e-05
0.03,0.15,0.00013439392329487874
0.04,0.15,0.00022080960913525063
0.05,0.15,0.00035095631748583984
0.06,0.15,0.0005466472866036051
0.07,0.15,0.0008381603504376468
0.08,0.15,0.0012671219949301742
0.09,0.15,0.0018899171823410859
0.1,0.15,0.0027816840991636577
0.11,0.15,0.004040762259960638
0.12,0.15,0.005793478375136791
0.13,0.15,0.0081989461230258
0.14,0.15,0.011453501610660147
0.15,0.15,0.015794196831748614
0.16,0.15,0.021500688052823697
0.17,0.15,0.028894719481576715
0.18,0.15,0.03833637380932653
0.19,0.15,0.05021627184483987
0.2,0.15,0.06494304066877594
0.21,0.15,0.08292561104138382
0.22,0.15,0.10455028227273251
0.23,0.15,0.13015298346623896
0.24,0.15,0.1599877451214571
0.25,0.15,0.1941930228685688
0.26,0.15,0.2327581221451991
0.27,0.15,0.2754924786624912
0.28,0.15,0.32200087093329277
0.29,0.15,0.3716676998819055
0.3,0.15,0.4236532077856957
0.31,0.15,0.4769038967098747
0.32,0.15,0.5301784582323522
0.33,0.15,0.5820893004169991
0.34,0.15,0.6311583579470925
0.35000000000000003,0.15,0.6758844364668314
0.36,0.15,0.7148180330645766
0.37,0.15,0.7466385532698491
0.38,0.15,0.7702282517303292
0.39,0.15,0.7847371575341292
0.4,0.15,0.7896337458672436
0.41000000000000003,0.15,0.7847371575341292
0.42,0.15,0.7702282517303292
0.43,0.15,0.7466385532698491
0.44,0.15,0.7148180330645767
0.45,0.15,0.6758844364668314
0.46,0.15,0.6311583579470927
0.47000000000000003,0.15,0.5820893004169992
0.48,0.15,0.5301784582323524
0.49,0.15,0.47690389670987493
0.5,0.15,0.4236532077856958
0.51,0.15,0.37166769988190596
0.52,0.15,0.32200087093329366
0.53,0.15,0.2754924786625007
0.54,0.15,0.23275812214522307
0.55,0.15,0.19419302286872603
0.56,0.15,0.15998774512184283
0.5700000000000001,0.15,0.1301529834679801
0.58,0.15,0.1045502822768605
0.59,0.15,0.08292561105583492
0.6,0.15,0.0649430407018683
0.61,0.15,0.050216271941300614
0.62,0.15,0.03833637402269463
0.63,0.15,0.02889472002477555
0.64,0.15,0.021500689213985597
0.65,0.15,0.015794199504638954
0.66,0.15,0.01145350713688877
0.67,0.15,0.008198957924500497
0.68,0.15,0.005793502000022172
0.6900000000000001,0.15,0.0040408099432294575
0.7000000000000001,0.15,0.0027817766327733013
0.71,0.15,0.0018900959432363253
0.72,0.15,0.0012674586522726217
0.73,0.15,0.0008387877787595572
0.74,0.15,0.0005477950725371463
0.75,0.15,0.00035302924215355853
0.76,0.15,0.00022449567693567528
0.77,0.15,0.00014085999141654097
0.78,0.15,8.720206358897966e-05
0.79,0.15,5.3260076443245656e-05
0.8,0.15,3.209139938375078e-05
0.81,0.15,1.9074921044664603e-05
0.8200000000000001,0.15,1.1184044823854974e-05
0.8300000000000001,0.15,6.468020736159364e-06
0.84,0.15,3.6893854915656585e-06
0.85,0.15,2.0754871681639685e-06
0.86,0.15,1.1514423741792689e-06
0.87,0.15,6.299306800474562e-07
0.88,0.15,3.398157377337056e-07
0.89,0.15,1.8074475139050044e-07
0.9,0.15,9.478294711281227e-08
0.91,0.15,4.900126764840418e-08
0.92,0.15,2.4972750762230356e-08
0.93,0.15,1.2545094226182704e-08
0.9400000000000001,0.15,6.211321444912288e-09
0.9500000000000001,0.15,3.030334637343964e-09
0.96,0.15,1.4554313917581269e-09
0.97,0.15,6.851954640517042e-10
0.98,0.15,3.0943158910667207e-10
0.99,0.15,1.184039266966761e-10
1.0,0.15,0.0
0.0,0.155,0.0
0.01,0.155,3.801000657878738e-05
0.02,0.155,8.42899059688432e-05
0.03,0.155,0.00014841481114641268
0.04,0.155,0.00024267512039035928
0.05,0.155,0.0003837284478694279
0.06,0.155,0.0005945583339617433
0.07,0.155,0.0009068846407668897
0.08,0.155,0.0013640387663893664
0.09,0.155,0.002024403047046916
0.1,0.155,0.002965339721150862
0.11,0.155,0.004287581237150224
0.12,0.155,0.006119854191493219
0.13,0.155,0.00862348999289847
0.14,0.155,0.011996571477387207
0.15,0.155,0.016477094831741923
0.16,0.155,0.022344458156662667
0.17,0.155,0.02991853093107511
0.18,0.155,0.03955549566320829
0.19,0.155,0.05163970723905124
0.2,0.155,0.06657094144311185
0.21,0.155,0.08474666147075423
0.22,0.155,0.1065392972538114
0.23,0.155,0.13226901369709482
0.24,0.155,0.16217300316740388
0.25,0.155,0.19637293363332808
0.26,0.155,0.23484275076553002
0.27,0.155,0.27737949653924593
0.28,0.155,0.3235800892721984
0.29,0.155,0.37282703935949424
0.3,0.155,0.4242857982958901
0.31,0.155,0.47691583300902396
0.32,0.155,0.5294965985634369
0.33,0.155,0.5806684080897224
0.34,0.155,0.6289868684419153
0.35000000000000003,0.155,0.6729881955058346
0.36,0.155,0.7112614948683402
0.37,0.155,0.7425231423974529
0.38,0.155,0.7656878554019891
0.39,0.155,0.7799309987987864
0.4,0.155,0.7847371575341292
0.41000000000000003,0.155,0.7799309987987864
0.42,0.155,0.7656878554019891
0.43,0.155,0.742523142397453
0.44,0.155,0.7112614948683402
0.45,0.155,0.6729881955058348
0.46,0.155,0.6289868684419153
0.47000000000000003,0.155,0.5806684080897226
0.48,0.155,0.529496598563437
0.49,0.155,0.4769158330090241
0.5,0.155,0.4242857982958904
0.51,0.155,0.37282703935949474
0.52,0.155,0.32358008927220333
0.53,0.155,0.27737949653925836
0.54,0.155,0.23484275076561337
0.55,0.155,0.19637293363353295
0.56,0.155,0.16217300316835306
0.5700000000000001,0.155,0.13226901369935168
0.58,0.155,0.1065392972619075
0.59,0.155,0.0847466614893644
0.6,0.155,0.06657094149856776
0.61,0.155,0.05163970736228146
0.62,0.155,0.03955549598303808
0.63,0.155,0.029918531618340113
0.64,0.155,0.022344459764707253
0.65,0.155,0.01647709817543718
0.66,0.155,0.011996578714569725
0.67,0.155,0.00862350456845547
0.68,0.155,0.006119883933864977
0.6900000000000001,0.155,0.004287639316397737
0.7000000000000001,0.155,0.0029654529432328915
0.71,0.155,0.0020246176425229613
0.72,0.155,0.0013644418609979412
0.73,0.155,0.000907626862404884
0.74,0.155,0.0005959085104565579
0.75,0.155,0.0003861453747364108
0.76,0.155,0.00024694461678504976
0.77,0.155,0.00015584887026232747
0.78,0.155,9.706003392989331e-05
0.79,0.155,5.964673148636522e-05
0.8,0.155,3.616749874395513e-05
0.81,0.155,2.1637722103802876e-05
0.8200000000000001,0.155,1.2771470890411984e-05
0.8300000000000001,0.155,7.436715157710316e-06
0.84,0.155,4.271753952161666e-06
0.85,0.155,2.4204139328724637e-06
0.86,0.155,1.3527089241057124e-06
0.87,0.155,7.456290559564872e-07
0.88,0.155,4.053377157189783e-07
0.89,0.155,2.1729934242325894e-07
0.9,0.155,1.1487300951945232e-07
0.91,0.155,5.987784893752131e-08
0.92,0.155,3.0773180937293445e-08
0.93,0.155,1.559203610357132e-08
0.9400000000000001,0.155,7.787714431763333e-09
0.9500000000000001,0.155,3.833376418335207e-09
0.96,0.155,1.857765050697834e-09
0.97,0.155,8.824314904323995e-10
0.98,0.155,4.0179969537419013e-10
0.99,0.155,1.5471579455333603e-10
1.0,0.155,0.0
0.0,0.16,0.0
0.01,0.16,4.21449529844216e-05
0.02,0.16,9.321240886260003e-05
0.03,0.16,0.00016348251317960125
0.04,0.16,0.0002660716295079203
0.05,0.16,0.00041861672717605127
0.06,0.16,0.0006453065443181588
0.07,0.16,0.0009792985501755548
0.08,0.16,0.0014656438439069029
0.09,0.16,0.0021646892437701144
0.1,0.16,0.00315599214209857
0.11,0.16,0.00454259695632204
0.12,0.16,0.0064555356150243475
0.13,0.16,0.009058212834440213
0.14,0.16,0.012550292412320196
0.15,0.16,0.01717051481702494
0.16,0.16,0.023197812881408517
0.17,0.16,0.030949976909935478
0.18,0.16,0.040779119085063174
0.19,0.16,0.05306321855316007
0.2,0.16,0.06819318435490274
0.21,0.16,0.08655511934846162
0.22,0.16,0.10850783758392452
0.23,0.16,0.13435615021060765
0.24,0.16,0.16432097366521145
0.25,0.16,0.19850787696646693
0.26,0.16,0.236876215086287
0.27,0.16,0.27921142001886423
0.28,0.16,0.32510326794937006
0.29,0.16,0.37393294378404424
0.3,0.16,0.4248714361842591
0.31,0.16,0.4768911984296635
0.32,0.16,0.5287921205493732
0.33,0.16,0.579241733502676
0.34,0.16,0.6268283017977785
0.35000000000000003,0.16,0.6701241816551278
0.36,0.16,0.7077556689516438
0.37,0.16,0.7384746751351647
0.38,0.16,0.7612270705981197
0.39,0.16,0.7752125064680592
0.4,0.16,0.7799309987987864
0.41000000000000003,0.16,0.7752125064680592
0.42,0.16,0.7612270705981197
0.43,0.16,0.7384746751351647
0.44,0.16,0.7077556689516439
0.45,0.16,0.6701241816551278
0.46,0.16,0.6268283017977787
0.47000000000000003,0.16,0.5792417335026762
0.48,0.16,0.5287921205493734
0.49,0.16,0.4768911984296637
0.5,0.16,0.42487143618425943
0.51,0.16,0.37393294378404685
0.52,0.16,0.32510326794937655
0.53,0.16,0.2792114200189083
0.54,0.16,0.23687621508639567
0.55,0.16,0.19850787696698322
0.56,0.16,0.16432097366644233
0.5700000000000001,0.16,0.13435615021513028
0.58,0.16,0.10850783759435803
0.59,0.16,0.08655511938023763
0.6,0.16,0.06819318442582292
0.61,0.16,0.05306321874080292
0.62,0.16,0.04077911949031079
0.63,0.16,0.030949977873872665
0.64,0.16,0.023197814896888647
0.65,0.16,0.01717051923963849
0.66,0.16,0.012550301371946326
0.67,0.16,0.00905823132421735
0.68,0.16,0.006455571942426604
0.6900000000000001,0.16,0.004542668438548935
0.7000000000000001,0.16,0.0031561284794603493
0.71,0.16,0.0021649474021154165
0.72,0.16,0.0014661222524639226
0.73,0.16,0.0009801751857272496
0.74,0.16,0.0006468861185706474
0.75,0.16,0.0004214265636208038
0.76,0.16,0.00027099712249936914
0.77,0.16,0.00017200232535747153
0.78,0.16,0.00010774780087434634
0.79,0.16,6.661376633692422e-05
0.8,0.16,4.064222679508405e-05
0.81,0.16,2.4469484817183557e-05
0.8200000000000001,0.16,1.4537218630756596e-05
0.8300000000000001,0.16,8.521612421286825e-06
0.84,0.16,4.9285645452913905e-06
0.85,0.16,2.812231438133689e-06
0.86,0.16,1.5830214944144754e-06
0.87,0.16,8.790233199123454e-07
0.88,0.16,4.81464199189873e-07
0.89,0.16,2.601053626192153e-07
0.9,0.16,1.3858859568039013e-07
0.91,0.16,7.282309522837288e-08
0.92,0.16,3.7734942520546316e-08
0.93,0.16,1.928044768452839e-08
0.9400000000000001,0.16,9.712706260953263e-09
0.9500000000000001,0.16,4.822739741230584e-09
0.96,0.16,2.3579039543838036e-09
0.97,0.16,1.129782373036012e-09
0.98,0.16,5.185736424928678e-10
0.99,0.16,2.0089984768709506e-10
1.0,0.16,0.0
0.0,0.165,0.0
0.01,0.165,4.6606204431300014e-05
0.02,0.165,0.00010281373308201143
0.03,0.165,0.00017964201918526016
0.04,0.165,0.00029104962017782623
0.05,0.165,0.00045568908691303954
0.06,0.165,0.000698957638675803
0.07,0.165,0.001055475194112531
0.08,0.165,0.0015719938969728346
0.09,0.165,0.0023108179930027366
0.1,0.165,0.0033536431000460772
0.11,0.165,0.004805763878561459
0.12,0.165,0.006800404895381126
0.13,0.165,0.009502914013672273
0.14,0.165,0.013114363825732576
0.15,0.165,0.017874052646864355
0.16,0.165,0.02406024586348021
0.17,0.165,0.03198846598323585
0.18,0.165,0.04200659773154777
0.19,0.165,0.05448615171998296
0.2,0.165,0.06980916895081085
0.21,0.165,0.08835051096941363
0.22,0.165,0.11045563477953463
0.23,0.165,0.13641440562456797
0.24,0.165,0.1664320135885373
0.25,0.165,0.20059859437574923
0.26,0.165,0.23885964849266558
0.27,0.165,0.2809897415178285
0.28,0.165,0.3265721819014542
0.29,0.165,0.37498735206681455
0.3,0.165,0.42541207110685386
0.31,0.165,0.4768317783668161
0.32,0.165,0.5280664659661698
0.33,0.165,0.5778102111735759
0.34,0.165,0.6246829575789019
0.35000000000000003,0.165,0.6672919853747111
0.36,0.165,0.7042994283951463
0.37,0.165,0.7344913697748817
0.38,0.165,0.756843590801612
0.39,0.165,0.770579034698453
0.4,0.165,0.7752125064680592
0.41000000000000003,0.165,0.770579034698453
0.42,0.165,0.756843590801612
0.43,0.165,0.7344913697748818
0.44,0.165,0.7042994283951463
0.45,0.165,0.6672919853747112
0.46,0.165,0.6246829575789019
0.47000000000000003,0.165,0.5778102111735761
0.48,0.165,0.52806646596617
0.49,0.165,0.47683177836681645
0.5,0.165,0.4254120711068553
0.51,0.165,0.374987352066818
0.52,0.165,0.3265721819014776
0.53,0.165,0.28098974151788614
0.54,0.165,0.23885964849294578
0.55,0.165,0.200598594376419
0.56,0.165,0.16643201359105675
0.5700000000000001,0.165,0.1364144056304002
0.58,0.165,0.11045563479768396
0.59,0.165,0.08835051101009048
0.6,0.165,0.06980916906052027
0.61,0.165,0.05448615195806685
0.62,0.165,0.04200659830733779
0.63,0.165,0.03198846719359971
0.64,0.165,0.02406024855675558
0.65,0.165,0.01787405813441749
0.66,0.165,0.01311437528192792
0.67,0.165,0.009502936657186465
0.68,0.165,0.006800449881383143
0.6900000000000001,0.165,0.004805850210943477
0.7000000000000001,0.165,0.0033538079203321754
0.71,0.165,0.002311125365962136
0.72,0.165,0.0015725612939213331
0.73,0.165,0.001056504185517285
0.74,0.165,0.0007008008746740267
0.75,0.165,0.0004589416205350083
0.76,0.165,0.00029671444448913767
0.77,0.165,0.00018937246168685773
0.78,0.165,0.00011930804584719787
0.79,0.165,7.41950138347152e-05
0.8,0.165,4.5541625577053894e-05
0.81,0.165,2.758972271292032e-05
0.8200000000000001,0.165,1.649554861923519e-05
0.8300000000000001,0.165,9.732891588023992e-06
0.84,0.165,5.666921929710257e-06
0.85,0.165,3.255793019852933e-06
0.86,0.165,1.8456273790230173e-06
0.87,0.165,1.0322428468021743e-06
0.88,0.165,5.695643412657804e-07
0.89,0.165,3.1002639743513156e-07
0.9,0.165,1.664642289237941e-07
0.91,0.165,8.816176910046822e-08
0.92,0.165,4.6051771456450634e-08
0.93,0.165,2.372382439074979e-08
0.9400000000000001,0.165,1.2051593712879487e-08
0.9500000000000001,0.165,6.035305107668534e-09
0.96,0.165,2.976261057133298e-09
0.97,0.165,1.4382387984383358e-09
0.98,0.165,6.653411103615535e-10
0.99,0.165,2.592868212464339e-10
1.0,0.165,0.0
0.0,0.17,0.0
0.01,0.17,5.1406866541005714e-05
0.02,0.17,0.00011312411180828009
0.03,0.17,0.00019693167662991883
0.04,0.17,0.00031766555304914984
0.05,0.17,0.0004950036294268146
0.06,0.17,0.0007555821405127852
0.07,0.17,0.0011354757678243188
0.08,0.17,0.0016831465935576338
0.09,0.17,0.002462818498509456
0.1,0.17,0.003558290935782098
0.11,0.17,0.005077023997713602
0.12,0.17,0.007154338946116866
0.13,0.17,0.009957384360556851
0.14,0.17,0.013688483330268314
0.15,0.17,0.01858730484460639
0.16,0.17,0.0249312593150501
0.17,0.17,0.03303342179751399
0.18,0.17,0.0432373088516094
0.19,0.17,0.05590788334117931
0.2,0.17,0.0714183313446983
0.21,0.17,0.09013240186517274
0.22,0.17,0.1123824582969908
0.23,0.17,0.13844382418403595
0.24,0.17,0.1685065000001586
0.25,0.17,0.20264583104060144
0.26,0.17,0.24079416794678887
0.27,0.17,0.2827159151970599
0.28,0.17,0.32798854679232153
0.29,0.17,0.37599212650415403
0.3,0.17,0.42590956521681533
0.31,0.17,0.47673926853651183
0.32,0.17,0.527320994770196
0.33,0.17,0.5763747117725359
0.34,0.17,0.6225510982741436
0.35000000000000003,0.17,0.6644911929870241
0.36,0.17,0.7008916775747964
0.37,0.17,0.7305715095983791
0.38,0.17,0.7525352022366674
0.39,0.17,0.7660280486348356
0.4,0.17,0.770579034698453
0.41000000000000003,0.17,0.7660280486348356
0.42,0.17,0.7525352022366674
0.43,0.17,0.7305715095983791
0.44,0.17,0.7008916775747965
0.45,0.17,0.6644911929870241
0.46,0.17,0.6225510982741437
0.47000000000000003,0.17,0.576374711772536
0.48,0.17,0.5273209947701962
0.49,0.17,0.47673926853651266
0.5,0.17,0.4259095652168172
0.51,0.17,0.37599212650416647
0.52,0.17,0.32798854679235206
0.53,0.17,0.2827159151972117
0.54,0.17,0.24079416794715258
0.55,0.17,0.20264583104200126
0.56,0.17,0.1685065000034096
0.5700000000000001,0.17,0.13844382419437035
0.58,0.17,0.11238245832024533
0.59,0.17,0.09013240192910212
0.6,0.17,0.07141833148407867
0.61,0.17,0.05590788368392903
0.62,0.17,0.043237309575833285
0.63,0.17,0.03303342343204668
0.64,0.17,0.0249312626640086
0.65,0.17,0.01858731191934175
0.66,0.17,0.013688497395801977
0.67,0.17,0.009957412581655532
0.68,0.17,0.007154393434064971
0.6900000000000001,0.17,0.0050771289008576595
0.7000000000000001,0.17,0.0035584877884528065
0.71,0.17,0.0024631846071267545
0.72,0.17,0.0016838147757397104
0.73,0.17,0.00113668108429768
0.74,0.17,0.0007577229030261467
0.75,0.17,0.0004987576595815821
0.76,0.17,0.000324157041110933
0.77,0.17,0.00020801124516816777
0.78,0.17,0.00013178373776078644
0.79,0.17,8.242483571212588e-05
0.8,0.17,5.089236827381776e-05
0.81,0.17,3.101858709814454e-05
0.8200000000000001,0.17,1.8661307150472157e-05
0.8300000000000001,0.17,1.1081235274472723e-05
0.84,0.17,6.494342303938462e-06
0.85,0.17,3.756274654366637e-06
0.86,0.17,2.1440179333275534e-06
0.87,0.17,1.207595860144399e-06
0.88,0.17,6.711346221186529e-07
0.89,0.17,3.680142850947872e-07
0.9,0.17,1.990940832677999e-07
0.91,0.17,1.0625800019012237e-07
0.92,0.17,5.5942796745609005e-08
0.93,0.17,2.905168258466506e-08
0.9400000000000001,0.17,1.4879564749209162e-08
0.9500000000000001,0.17,7.513927385006392e-09
0.96,0.17,3.7367719530534346e-09
0.97,0.17,1.8208010837474258e-09
0.98,0.17,8.487628098423848e-10
0.99,0.17,3.3267055518077675e-10
1.0,0.17,0.0
0.0,0.17500000000000002,0.0
0.01,0.17500000000000002,5.6562055904140046e-05
0.02,0.17500000000000002,0.00012416927158546227
0.03,0.17500000000000002,0.00021539483242871498
0.04,0.17500000000000002,0.0003459676530283667
0.05,0.17500000000000002,0.0005366238467809676
0.06,0.17500000000000002,0.0008152396986255667
0.07,0.17500000000000002,0.0012193643670352094
0.08,0.17500000000000002,0.0017991471331668873
0.09,0.17500000000000002,0.002620718764669866
0.1,0.17500000000000002,0.0037699212481115286
0.11,0.17500000000000002,0.0053563149409494824
0.12,0.17500000000000002,0.007517204179135227
0.13,0.17500000000000002,0.01042141113819259
0.14,0.17500000000000002,0.014272344602581621
0.15,0.17500000000000002,0.019309871322659208
0.16,0.17500000000000002,0.02581036332106019
0.17,0.17500000000000002,0.03408428408332975
0.18,0.17500000000000002,0.04447065256934665
0.19,0.17500000000000002,0.05732782009815385
0.2,0.17500000000000002,0.07302014260317602
0.21,0.17500000000000002,0.09190039482084456
0.22,0.17500000000000002,0.11428811302460434
0.23,0.17500000000000002,0.1404444791485747
0.24,0.17500000000000002,0.1705448276123187
0.25,0.17500000000000002,0.20465033397347374
0.26,0.17500000000000002,0.2426808731188307
0.27,0.17500000000000002,0.28439135736955523
0.28,0.17500000000000002,0.32935402085060694
0.29,0.17500000000000002,0.3769490560045684
0.3,0.17500000000000002,0.42636569752033293
0.31,0.17500000000000002,0.47661527999350567
0.32,0.17500000000000002,0.5265569901545238
0.33,0.17500000000000002,0.5749360465221698
0.34,0.17500000000000002,0.62043295237978
0.35000000000000003,0.17500000000000002,0.66172138792447
0.36,0.17500000000000002,0.6975313512927016
0.37,0.17500000000000002,0.7267134399057319
0.38,0.17500000000000002,0.7482997791166074
0.39,0.17500000000000002,0.7615571184675602
0.4,0.17500000000000002,0.7660280486348356
0.41000000000000003,0.17500000000000002,0.7615571184675602
0.42,0.17500000000000002,0.7482997791166074
